name,name_kana,lat,lng,region,series,categories,description,key
頭文字D,,35.2645301,139.152246,神奈川県,頭文字D,公式選定|エリア,小田原市(神奈川県)。『頭文字D』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「頭文字D」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,頭文字D
ちびまる子ちゃんランド,,35.0105833,138.4929167,静岡県,マンガ・アニメ施設,公式選定,ちびまる子ちゃんランド。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ちびまる子ちゃんランド
サンリオピューロランド,,35.6244709,139.4292372,東京都,マンガ・アニメ施設,公式選定,サンリオピューロランド。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,サンリオピューロランド
トキワ荘マンガミュージアム,,35.724274,139.6860426,東京都,マンガ・アニメ施設,公式選定,トキワ荘マンガミュージアム。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,トキワ荘マンガミュージアム
ハーモニーランド,,33.3999064,131.5454527,大分県,マンガ・アニメ施設,公式選定,ハーモニーランド。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,ハーモニーランド
バンダイミュージアム,,36.4654291,139.8383503,栃木県,マンガ・アニメ施設,公式選定,バンダイミュージアム。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,バンダイミュージアム
京都国際マンガミュージアム,,35.0115576,135.7592245,京都府,マンガ・アニメ施設,公式選定,京都国際マンガミュージアム。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,京都国際マンガミュージアム
北九州市漫画ミュージアム,,33.8875431,130.884731,福岡県,マンガ・アニメ施設,公式選定,北九州市漫画ミュージアム。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,北九州市漫画ミュージアム
宝塚市立手塚治虫記念館,,34.8071815,135.3483085,兵庫県,マンガ・アニメ施設,公式選定,宝塚市立手塚治虫記念館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,宝塚市立手塚治虫記念館
宮沢賢治童話村,,39.3981398,141.1689989,岩手県,マンガ・アニメ施設,公式選定,宮沢賢治童話村。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,宮沢賢治童話村
成田国際空港,,35.7851046,140.3970893,千葉県,マンガ・アニメ施設,公式選定,成田国際空港。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,成田国際空港
新潟市マンガの家,,37.92061,139.044841,新潟県,マンガ・アニメ施設,公式選定,新潟市マンガの家。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,新潟市マンガの家
新潟市マンガ・アニメ情報館,,37.916071,139.0531746,新潟県,マンガ・アニメ施設,公式選定,新潟市マンガ・アニメ情報館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,新潟市マンガ・アニメ情報館
杉並アニメーションミュージアム,,35.7104595,139.6077195,東京都,マンガ・アニメ施設,公式選定,杉並アニメーションミュージアム。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,杉並アニメーションミュージアム
東京都庁,,35.6892783,139.6922872,東京都,マンガ・アニメ施設,公式選定,東京都庁。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,東京都庁
東映アニメーションミュージアム,,35.7518085,139.5946401,東京都,マンガ・アニメ施設,公式選定,東映アニメーションミュージアム。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,東映アニメーションミュージアム
横手市増田まんが美術館,,39.2045713,140.5504976,秋田県,マンガ・アニメ施設,公式選定,横手市増田まんが美術館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,横手市増田まんが美術館
水木しげるロード,,35.5463959,133.2312715,鳥取県,マンガ・アニメ施設,公式選定,水木しげるロード。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,水木しげるロード
氷見市潮風ギャラリー,,36.8591389,136.9873333,富山県,マンガ・アニメ施設,公式選定,氷見市潮風ギャラリー。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,氷見市潮風ギャラリー
永井豪記念館,,37.3969444,136.9013889,石川県,マンガ・アニメ施設,公式選定,永井豪記念館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,永井豪記念館
石ノ森萬画館,,38.4295754,141.3107621,宮城県,マンガ・アニメ施設,公式選定,石ノ森萬画館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,石ノ森萬画館
長谷川町子美術館,,35.6279831,139.6436212,東京都,マンガ・アニメ施設,公式選定,長谷川町子美術館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,長谷川町子美術館
青山剛昌ふるさと館,,35.4983131,133.7612267,鳥取県,マンガ・アニメ施設,公式選定,青山剛昌ふるさと館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,青山剛昌ふるさと館
香美市立やなせたかし記念館,,33.64756,133.783432,高知県,マンガ・アニメ施設,公式選定,香美市立やなせたかし記念館。アニメツーリズム協会が選定したマンガ・アニメ関連施設。(出典: アニメツーリズム協会(選定地の名称のみ))アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,香美市立やなせたかし記念館
Summer Pockets,,34.4598081,133.9956762,香川県,Summer Pockets,公式選定|エリア,直島町(香川県)。『Summer Pockets』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。舞台は架空の鳥白島で、直島・男木島・女木島がモチーフ。(出典: ja.wikipedia「Summer Pockets」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,Summer Pockets
アマガミ,,35.7345338,140.8272667,千葉県,アマガミ,公式選定|エリア,銚子市(千葉県)。『アマガミ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。舞台は架空の街「輝日東」で、現実の地理とは一致しない。(出典: ja.wikipedia「アマガミ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,アマガミ
しかのこのこのここしたんたん,,35.6713394,139.3949801,東京都,しかのこのこのここしたんたん,公式選定|エリア,日野市(東京都)。『しかのこのこのここしたんたん』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「しかのこのこのここしたんたん」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,しかのこのこのここしたんたん
うたごえはミルフィーユ,,35.5466803,139.4386999,東京都,うたごえはミルフィーユ,公式選定|エリア,町田市(東京都)。『うたごえはミルフィーユ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「うたごえはミルフィーユ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,うたごえはミルフィーユ
STEINS;GATE,,35.7018928,139.7743684,東京都,STEINS;GATE,公式選定|エリア,秋葉原(東京都)。『STEINS;GATE』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「STEINS;GATE」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,STEINS;GATE
TARI TARI,,35.2983098,139.474861,神奈川県,TARI TARI,公式選定|エリア,江の島(神奈川県)。『TARI TARI』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「TARI TARI」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,TARI TARI
私に天使が舞い降りた!,,36.1146759,139.1096479,埼玉県,私に天使が舞い降りた!,公式選定|エリア,長瀞町(埼玉県)。『私に天使が舞い降りた!』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「私に天使が舞い降りた!」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,私に天使が舞い降りた!
とある魔術の禁書目録,,35.7139057,139.4077701,東京都,とある魔術の禁書目録,公式選定|エリア,立川市(東京都)。『とある魔術の禁書目録』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。(出典: ja.wikipedia「立川市」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,とある魔術の禁書目録
青春ブタ野郎シリーズ,,35.3380567,139.6244767,神奈川県,青春ブタ野郎シリーズ,公式選定|エリア,金沢区(神奈川県)。『青春ブタ野郎シリーズ』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。作中の大学のモデルは横浜市立大学金沢八景キャンパス。(出典: ja.wikipedia「青春ブタ野郎シリーズ」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,青春ブタ野郎シリーズ
日々は過ぎれど飯うまし,,35.6663595,139.3163653,東京都,日々は過ぎれど飯うまし,公式選定|エリア,八王子市(東京都)。『日々は過ぎれど飯うまし』の舞台とされる地域。点として特定できる記述が無いため、代表点として収録している。作中の大学のモデルは東京都立大学南大沢キャンパス。(出典: ja.wikipedia「日々は過ぎれど飯うまし」)アニメツーリズム協会「訪れてみたい日本のアニメ聖地88」の現行の選定地。,日々は過ぎれど飯うまし
