key,effort,rule,evidence
六仙公園,,name_light,公園
六本木,,default,手がかり無し
六本木ヒルズ,,default,手がかり無し
六義園,じっくり,wikipedia_fee,料金の記述あり
円通寺 (清瀬市),,default,手がかり無し
円通寺 (荒川区),,default,手がかり無し
出光美術館,じっくり,name_heavy,美術館
切手の博物館,じっくり,name_heavy,博物館
切支丹屋敷,じっくり,name_heavy,屋敷
利島,,default,手がかり無し
勝鬨橋,,name_light,橋
北の丸公園,,name_light,公園
北区飛鳥山博物館,じっくり,name_heavy,博物館
北山公園 (東京都),,name_light,公園 
医王寺 (葛飾区),,default,手がかり無し
千鳥ケ淵戦没者墓苑,,default,手がかり無し
千鳥ヶ淵公園,,name_light,公園
南島 (東京都),,default,手がかり無し
南池袋公園,,name_light,公園
博物館動物園駅,,name_light,駅
占春園,,default,手がかり無し
印刷博物館,じっくり,name_heavy,博物館
原美術館,じっくり,name_heavy,美術館
厩橋,,name_light,橋
古代オリエント博物館,じっくり,name_heavy,博物館
古川親水公園,,name_light,公園
台場公園,,name_light,公園
合羽橋,,name_light,橋
吉祥寺 (文京区),,default,手がかり無し
吉祥寺シアター,,default,手がかり無し
吉野梅郷,,default,手がかり無し
名主の滝公園,,name_light,公園
向島百花園,じっくり,wikipedia_fee,料金の記述あり
吾妻橋,,name_light,橋
和光 (商業施設),,default,手がかり無し
和田堀公園,,name_light,公園
品川インターシティ,,default,手がかり無し
品川寺,,default,手がかり無し
品川神社,,default,手がかり無し
哲学堂公園,,name_light,公園
善國寺,,default,手がかり無し
善福寺 (東京都港区),,default,手がかり無し
善福寺公園,,name_light,公園
善福寺川緑地,,name_light,緑地
回向院,,osm_feature,historic=memorial
国会議事堂,,default,手がかり無し
国営昭和記念公園,じっくり,wikipedia_fee,料金の記述あり
国立オリンピック記念青少年総合センター,,default,手がかり無し
国立代々木競技場,,default,手がかり無し
国立公文書館,じっくり,category,美術館博物館
国立劇場,じっくり,name_heavy,劇場
国立国会図書館,,default,手がかり無し
国立新美術館,じっくり,name_heavy,美術館
国立極地研究所,,default,手がかり無し
国立科学博物館,じっくり,name_heavy,博物館
国立科学博物館附属自然教育園,じっくり,name_heavy,博物館
国立能楽堂,,default,手がかり無し
国立西が丘サッカー場,,default,手がかり無し
国立西洋美術館,じっくり,name_heavy,美術館
国際子ども図書館,,default,手がかり無し
国際連合大学,,default,手がかり無し
土方歳三資料館,じっくり,name_heavy,資料館
地下鉄博物館,じっくり,name_heavy,博物館
地鉈温泉,じっくり,name_heavy,温泉
城北中央公園,,name_light,公園
城南島海浜公園,,name_light,公園
堀切菖蒲園,じっくり,category,美術館博物館
塩船観音寺,,default,手がかり無し
増上寺,,default,手がかり無し
夕やけ小やけふれあいの里,,osm_feature,leisure=park
外交官の家,,default,手がかり無し
多摩六都科学館,じっくり,name_heavy,科学館
多摩動物公園,,name_light,公園
多摩川台公園,,name_light,公園
多摩川浅間神社,,default,手がかり無し
多摩森林科学園,じっくり,osm_feature,tourism=zoo
多田神社 (中野区),,default,手がかり無し
多磨霊園,,osm_feature,leisure=park
夢の大橋,,name_light,大橋
夢の島公園,,name_light,公園
夢の島熱帯植物館,じっくり,category,美術館博物館
大井競馬場,じっくり,wikipedia_fee,料金の記述あり
大倉集古館,じっくり,category,美術館博物館
大円寺 (目黒区),,default,手がかり無し
大國魂神社,,default,手がかり無し
大宮八幡宮 (杉並区),,osm_feature,historic=memorial
大岳山 (東京都),,osm_feature,natural=peak
大島公園動物園,じっくり,name_heavy,動物園
大島小松川公園,,name_light,公園
大島温泉,じっくり,name_heavy,温泉
大戸緑地,,name_light,緑地
大森海苔のふるさと館,じっくり,category,美術館博物館
大森貝塚,,name_light,貝塚
大沢の里,,default,手がかり無し
大泉中央公園,,name_light,公園
大田区民プラザ,,default,手がかり無し
大田区産業プラザ,,default,手がかり無し
大田黒公園,,name_light,公園
大神山公園,じっくり,wikipedia_fee,料金の記述あり
大神山神社 (東京都),,default,手がかり無し
大鳥神社 (目黒区),,default,手がかり無し
天上山 (東京都),,osm_feature,natural=peak
天王洲アイル,,default,手がかり無し
天祖神社 (墨田区),,default,手がかり無し
太田記念美術館,じっくり,name_heavy,美術館
奥多摩湖,,default,手がかり無し
妙法寺 (杉並区),,default,手がかり無し
学習院大学,,default,手がかり無し
宇喜田公園,,name_light,公園
安楽寺 (青梅市),,default,手がかり無し
実相院 (世田谷区),,default,手がかり無し
実相院 (中野区),,default,手がかり無し
宮益坂,,default,手がかり無し
富岡八幡宮,,default,手がかり無し
寛永寺,,osm_feature,historic=memorial
将門塚,,default,手がかり無し
小塚原刑場,,default,手がかり無し
小宮公園,,name_light,公園
小山内裏公園,,name_light,公園
小山田緑地,,name_light,緑地
小平中央公園,,name_light,公園
小平市平櫛田中彫刻美術館,じっくり,name_heavy,美術館
小平霊園,,default,手がかり無し
小林家住宅 (檜原村),,default,手がかり無し
小河内の鹿島踊,,default,手がかり無し
小澤酒造,,default,手がかり無し
小田急百貨店,,default,手がかり無し
小石川後楽園,じっくり,wikipedia_fee,料金の記述あり
小石川養生所,,default,手がかり無し
小笠原国立公園,,name_light,公園
小網神社,,default,手がかり無し
小野神社 (多摩市),,default,手がかり無し
小金井カントリー倶楽部,じっくり,osm_feature,leisure=golf_course
小金井公園,,name_light,公園
尾久の原公園,,name_light,公園
山本亭,,default,手がかり無し
岡本太郎記念館,じっくり,name_heavy,記念館
川苔山,じっくり,name_heavy,山
市ヶ谷フィッシュセンター,,default,手がかり無し
布多天神社,,default,手がかり無し
帝国劇場,じっくり,name_heavy,劇場
常盤堂雷おこし本舗,,default,手がかり無し
平和の森公園 (中野区),,name_light,公園 
平和の森公園 (大田区),,name_light,公園 
平和島公園,,name_light,公園
平山城址公園,,name_light,公園
平成つつじ公園,,name_light,公園
広徳寺 (あきる野市),,default,手がかり無し
府中の森公園,,name_light,公園
府中市美術館,じっくり,name_heavy,美術館
府中市郷土の森公園,,name_light,公園
府中市郷土の森博物館,じっくり,name_heavy,博物館
式根島,,default,手がかり無し
弥生美術館,じっくり,name_heavy,美術館
御前山 (東京都),,osm_feature,natural=peak
御岳山 (東京都),,default,手がかり無し
御岳登山鉄道,,default,手がかり無し
御嶽神社 (大田区北嶺町),,default,手がかり無し
御蔵島,,default,手がかり無し
徳大寺,,default,手がかり無し
恩賜上野動物園,じっくり,name_heavy,動物園
恵比寿ガーデンプレイス,,default,手がかり無し
愛宕神社 (東京都港区),,osm_feature,historic=memorial
慈眼寺 (中野区),,default,手がかり無し
慶應義塾大学,,default,手がかり無し
憲政記念館,じっくり,name_heavy,記念館
成田山東京別院深川不動堂,,default,手がかり無し
戸山公園,,name_light,公園
戸栗美術館,じっくり,name_heavy,美術館
戸越公園,,name_light,公園
払沢の滝,,name_light,滝
教育の森公園,,name_light,公園
文京区役所,,default,手がかり無し
文京区立森鷗外記念館,じっくり,name_heavy,記念館
新国立劇場,じっくり,name_heavy,劇場
新宿アイランドタワー,じっくり,name_heavy,タワー
新宿ゴールデン街,,default,手がかり無し
新宿中央公園,,name_light,公園
新宿御苑,じっくり,wikipedia_fee,料金の記述あり
新宿文化センター,,default,手がかり無し
新宿末廣亭,じっくり,wikipedia_fee,料金の記述あり
新島,,default,手がかり無し
新田神社 (大田区),,default,手がかり無し
日の出山,じっくり,name_heavy,山
日原鍾乳洞,じっくり,name_heavy,鍾乳洞
日本テレビ放送網,,default,手がかり無し
日本女子大学,,default,手がかり無し
日本橋 (東京都中央区),,default,手がかり無し
日本武道館,,default,手がかり無し
日本民藝館,じっくり,category,美術館博物館
日本科学未来館,じっくり,category,美術館博物館
日本近代文学館,じっくり,name_heavy,文学館
日本銀行本店,,default,手がかり無し
日枝神社 (千代田区),,default,手がかり無し
日枝神社 (小平市),,default,手がかり無し
日枝神社 (清瀬市),,default,手がかり無し
日比谷公会堂,,default,手がかり無し
日比谷公園,,name_light,公園
日野宿,じっくり,osm_feature,tourism=museum
日野市立新選組のふるさと歴史館,じっくり,category,美術館博物館
旧古河庭園,じっくり,wikipedia_fee,料金の記述あり
旧安田庭園,,default,手がかり無し
旧岩崎邸庭園,じっくり,wikipedia_fee,料金の記述あり
旧芝離宮恩賜庭園,じっくり,wikipedia_fee,料金の記述あり
早稲田大学坪内博士記念演劇博物館,じっくり,name_heavy,博物館
明治の森高尾国定公園,,name_light,公園
明治公園,,name_light,公園
明治大学博物館,じっくり,name_heavy,博物館
明治座,じっくり,osm_feature,tourism=hotel
明治神宮,,default,手がかり無し
明治神宮外苑,,default,手がかり無し
春花園BONSAI美術館,じっくり,name_heavy,美術館
昭和のくらし博物館,じっくり,name_heavy,博物館
昭和レトロ商品博物館,じっくり,name_heavy,博物館
時の鐘 (台東区上野公園),,default,手がかり無し
景信山,じっくり,name_heavy,山
晴海ふ頭公園,,name_light,公園
晴海アイランドトリトンスクエア,,default,手がかり無し
有明コロシアム,,default,手がかり無し
有栖川宮記念公園,,name_light,公園
有楽町センタービル,,default,手がかり無し
朝倉彫塑館,じっくり,category,美術館博物館
木場公園,,name_light,公園
木材・合板博物館,じっくり,name_heavy,博物館
本多劇場,じっくり,name_heavy,劇場
本妙寺 (豊島区),,default,手がかり無し
本所松坂町公園,,name_light,公園
本龍院,,default,手がかり無し
杉並アニメーションミュージアム,じっくり,name_heavy,ミュージアム
村山貯水池,,default,手がかり無し
来迎寺 (新宿区),,default,手がかり無し
東京おもちゃ美術館,じっくり,name_heavy,美術館
