key,effort,rule,evidence
大沢家住宅,,default,手がかり無し
大滝温泉 (埼玉県),じっくり,name_heavy,温泉
大聖寺 (越谷市),,default,手がかり無し
天覧山,じっくり,name_heavy,山
妙音沢,,default,手がかり無し
妙顕寺 (戸田市),,default,手がかり無し
宇和田公園,,name_light,公園
安楽寺 (埼玉県吉見町),,default,手がかり無し
安養院 (本庄市),,default,手がかり無し
宝登山,じっくり,name_heavy,山
宝登山ロープウェイ,,osm_feature,natural=peak
宮代町総合運動公園,,name_light,公園
密蔵院 (川口市),,default,手がかり無し
寳登山神社,,default,手がかり無し
尾ノ内渓谷,じっくり,name_heavy,渓谷
山口貯水池,,default,手がかり無し
山崎公園,,name_light,公園
岩槻人形博物館,じっくり,name_heavy,博物館
岩槻城,じっくり,name_heavy,城
岩鼻運動公園,,name_light,公園
川口オートレース場,,default,手がかり無し
川口市母子・父子福祉センター,,default,手がかり無し
川口市立アートギャラリー・アトリア,じっくり,osm_feature,tourism=gallery
川口市立グリーンセンター,じっくり,category,美術館博物館
川口市立科学館,じっくり,name_heavy,科学館
川口神社 (川口市),,default,手がかり無し
川口総合文化センター,,default,手がかり無し
川越八幡宮,,default,手がかり無し
川越城,じっくり,name_heavy,城
川越市産業観光館,,default,手がかり無し
川越市立博物館,じっくり,name_heavy,博物館
川越市立美術館,じっくり,name_heavy,美術館
川越市蔵造り資料館,じっくり,name_heavy,資料館
川越水上公園,,name_light,公園
川越運動公園,,name_light,公園
川里中央公園,,name_light,公園
巾着田,じっくり,wikipedia_fee,料金の記述あり
常楽院,,default,手がかり無し
平林寺,,default,手がかり無し
幸手総合公園,,name_light,公園
広沢の池,,default,手がかり無し
庄和総合公園,,name_light,公園
弦代公園,,name_light,公園
彩の国さいたま芸術劇場,じっくり,name_heavy,劇場
彩の森入間公園,,name_light,公園
彩湖・道満グリーンパーク,,osm_feature,leisure=park
彩湖自然学習センター,じっくり,wikipedia_fee,料金の記述あり
御岳の鏡岩,,default,手がかり無し
御嶽神社 (久喜市南),,default,手がかり無し
忍城,じっくり,name_heavy,城
愛宕神社 (入間市),,default,手がかり無し
慈光寺 (埼玉県ときがわ町),,default,手がかり無し
慈恩寺 (さいたま市),,default,手がかり無し
戸田公園,,name_light,公園
戸田市スポーツセンター,,default,手がかり無し
戸田市北部公園野球場,,osm_feature,leisure=park
戸田市立郷土博物館,じっくり,name_heavy,博物館
戸田漕艇場,,default,手がかり無し
戸田競艇場,,default,手がかり無し
所沢市民文化センター ミューズ,,default,手がかり無し
所沢航空発祥記念館,じっくり,name_heavy,記念館
所沢航空記念公園,,name_light,公園
文殊寺 (熊谷市),,default,手がかり無し
日和田山,じっくり,name_heavy,山
日本工業大学,,default,手がかり無し
日本栄養大学,,default,手がかり無し
日枝神社 (川越市),,default,手がかり無し
旧坂東家住宅見沼くらしっく館,じっくり,category,美術館博物館
旧川ふるさと公園,,name_light,公園
星溪園,,default,手がかり無し
時の鐘 (さいたま市),,default,手がかり無し
時の鐘 (川越市),,default,手がかり無し
智光山公園,,name_light,公園
朝霞中央公園野球場,,default,手がかり無し
朝霞市博物館,じっくり,name_heavy,博物館
杉山城,じっくり,name_heavy,城
杉戸西近隣公園,,name_light,公園
村山快哉堂,,default,手がかり無し
東光寺 (北本市),,default,手がかり無し
東松山ぼたん園,じっくり,wikipedia_fee,料金の記述あり
東武動物公園,じっくり,wikipedia_fee,料金の記述あり
東福寺 (草加市),,default,手がかり無し
松風公園 (東松山市),,name_light,公園 
柴山沼,,default,手がかり無し
桶川飛行学校平和祈念館,,default,手がかり無し
森のせせらぎ なごみ,じっくり,category,温泉
権現堂公園,,name_light,公園
権現堂堤,,default,手がかり無し
橋立鍾乳洞,じっくり,name_heavy,鍾乳洞
歓喜院 (熊谷市),じっくり,wikipedia_fee,料金の記述あり
正法寺 (東松山市),,default,手がかり無し
武甲山,じっくり,name_heavy,山
武甲温泉,じっくり,name_heavy,温泉
武甲酒造,,default,手がかり無し
武蔵野音楽大学,,default,手がかり無し
水城公園,,name_light,公園
水子貝塚,,name_light,貝塚
氷川神社,,default,手がかり無し
氷川神社 (ふじみ野市大井),,default,手がかり無し
氷川神社 (川越市),,default,手がかり無し
永福寺 (埼玉県杉戸町),,default,手がかり無し
河越館,,default,手がかり無し
河鍋暁斎記念美術館,じっくり,name_heavy,美術館
沼井公園,,name_light,公園
浅間神社 (草加市),,default,手がかり無し
浦和伝統文化館恭慶館,,default,手がかり無し
浦和北公園,,name_light,公園
浦和競馬場,じっくり,wikipedia_fee,料金の記述あり
浦山ダム,,name_light,ダム
浦山歴史民俗資料館,じっくり,name_heavy,資料館
深谷駅,,name_light,駅
清久公園,,name_light,公園
渋沢栄一記念館,じっくり,name_heavy,記念館
滝の城,じっくり,name_heavy,城
熊谷スポーツ文化公園,,name_light,公園
熊谷ラグビー場,,default,手がかり無し
熊谷運動公園,,name_light,公園
熊野神社 (川越市),,default,手がかり無し
熊野神社古墳,,name_light,古墳
牛島のフジ,,default,手がかり無し
物見山 (埼玉県東松山市),,osm_feature,natural=peak
狭山不動尊,,default,手がかり無し
玉川温泉 (埼玉県),じっくり,name_heavy,温泉
玉敷神社,,default,手がかり無し
田島ヶ原,,default,手がかり無し
百代橋,,name_light,橋
百観音温泉,じっくり,name_heavy,温泉
県立黒山自然公園,,name_light,公園
矢尾本店,,default,手がかり無し
石戸蒲ザクラ,,default,手がかり無し
石田堤,じっくり,category,城
秋ヶ瀬公園,,name_light,公園
秩父ミューズパーク,,default,手がかり無し
秩父公園橋,,name_light,橋
秩父多摩甲斐国立公園,,name_light,公園
秩父御岳山,じっくり,name_heavy,山
秩父御嶽神社,,default,手がかり無し
秩父神社,,default,手がかり無し
秩父鉄道車両公園,,name_light,公園
稲荷山古墳 (行田市),,name_light,古墳
立正大学博物館,じっくり,name_heavy,博物館
竹寺,,default,手がかり無し
笠山 (埼玉県),,default,手がかり無し
箕和田湖,,default,手がかり無し
箭弓稲荷神社 (東松山市),,default,手がかり無し
羊山公園,,name_light,公園
美の山公園,,name_light,公園
羽生パーキングエリア,,default,手がかり無し
羽生水郷公園,,name_light,公園
聖神社 (秩父市),,default,手がかり無し
花園フォレスト,,default,手がかり無し
花崎遺跡,,name_light,跡
花田苑,じっくり,wikipedia_fee,料金の記述あり
草加松原,,default,手がかり無し
草加神社,,default,手がかり無し
荒川 (関東),,default,手がかり無し
菅谷館,,default,手がかり無し
菓子屋横丁,,default,手がかり無し
蓑虫美術館,じっくり,name_heavy,美術館
蓮馨寺,,default,手がかり無し
西武ドーム,,default,手がかり無し
西武園ゆうえんち,,default,手がかり無し
西武園競輪場,,default,手がかり無し
見沼通船堀,,default,手がかり無し
見沼通船堀公園,,name_light,公園
見田方遺跡,,name_light,跡
誠之堂,,default,手がかり無し
調神社,,default,手がかり無し
越生梅林,,osm_feature,leisure=park
越谷アリタキ植物園,じっくり,name_heavy,植物園
越谷公園,,name_light,公園
越谷梅林公園,,name_light,公園
造幣さいたま博物館,じっくり,name_heavy,博物館
道の駅いちごの里 よしみ,,name_light,道の駅
道の駅おかべ,,name_light,道の駅
道の駅おがわまち,,name_light,道の駅
道の駅かぞわたらせ,,name_light,道の駅
道の駅ちちぶ,,name_light,道の駅
道の駅はなぞの,,name_light,道の駅
道の駅はにゅう,,name_light,道の駅
道の駅めぬま,,name_light,道の駅
道の駅アグリパークゆめすぎと,,name_light,道の駅
道の駅和紙の里ひがしちちぶ,,name_light,道の駅
道の駅大滝温泉,,name_light,道の駅
道の駅川口・あんぎょう,,name_light,道の駅
道の駅庄和,,name_light,道の駅
道の駅果樹公園 あしがくぼ,,name_light,道の駅
道の駅童謡のふる里おおとね,,name_light,道の駅
道の駅龍勢会館,,name_light,道の駅
遠山記念館,じっくり,name_heavy,記念館
醤遊王国,じっくり,category,美術館博物館
金剛寺 (川口市),,default,手がかり無し
金鑚神社,,default,手がかり無し
鉄道博物館 (さいたま市),じっくり,name_heavy,博物館
鉢形城,じっくり,name_heavy,城
鎌北湖,,osm_feature,natural=water
長徳寺 (川口市),,default,手がかり無し
長泉寺 (本庄市),じっくり,wikipedia_fee,料金の記述あり
長瀞渓谷,じっくり,name_heavy,渓谷
長瀞町郷土資料館,じっくり,name_heavy,資料館
雁坂峠,,default,手がかり無し
難波田城,じっくり,name_heavy,城
青木町公園総合運動場,,osm_feature,leisure=park
青葉公園 (久喜市),,name_light,公園 
須賀神社 (北本市),,default,手がかり無し
首都圏外郭放水路,じっくり,osm_feature,tourism=museum
香取公園 (久喜市),,name_light,公園 
高城神社,,default,手がかり無し
高麗村石器時代住居跡,,name_light,跡
高麗神社,,default,手がかり無し
高麗郷古民家,じっくり,name_heavy,古民家
鬼鎮神社,,default,手がかり無し
鳩峯八幡神社 (所沢市),,default,手がかり無し
鴨川 (埼玉県),,default,手がかり無し
鴻沼資料館,じっくり,name_heavy,資料館
鷲宮神社,,default,手がかり無し
黒山三滝,,name_light,滝
黒須銀行,,default,手がかり無し
龍泉寺 (熊谷市),,default,手がかり無し
21世紀の森と広場,,name_light,広場
I-linkタウンいちかわ,,default,手がかり無し
MONA新浦安,,default,手がかり無し
Qiball,,default,手がかり無し
“渚の駅”たてやま,,default,手がかり無し
あけぼの山公園,,name_light,公園
いすみ鉄道,,default,手がかり無し
おせんころがし,,osm_feature,tourism=viewpoint
きみさらずタワー,じっくり,name_heavy,タワー
さんぶの森公園,,name_light,公園
そよら成田ニュータウン,,default,手がかり無し
ふなばしアンデルセン公園,じっくり,wikipedia_fee,料金の記述あり
みんなみの里,,default,手がかり無し
むつざわスマートウェルネスタウン・道の駅・つどいの郷,,name_light,道の駅
ららぽーとTOKYO-BAY,,default,手がかり無し
イオンモール幕張新都心,,default,手がかり無し
イオンモール成田,,default,手がかり無し
イオンモール銚子,,default,手がかり無し
イオン新浦安ショッピングセンター,,default,手がかり無し
イクスピアリ,,default,手がかり無し
キッコーマン,じっくり,osm_feature,tourism=museum
ニッケコルトンプラザ,,osm_feature,amenity=parking
ファイターズ鎌ケ谷スタジアム,,default,手がかり無し
フクダ電子アリーナ,,default,手がかり無し
プレナ幕張,,default,手がかり無し
ホキ美術館,じっくり,name_heavy,美術館
マザー牧場,じっくり,name_heavy,牧場
ヤマサ醤油,,default,手がかり無し
ユーカリが丘,,default,手がかり無し
ヨドバシHD千葉ビル,,default,手がかり無し
七里川温泉,じっくり,name_heavy,温泉
万葉植物園 (市川市),じっくり,name_heavy,植物園
三井アウトレットパーク 幕張,,default,手がかり無し
三井アウトレットパーク 木更津,,default,手がかり無し
中の島 (千葉県),,default,手がかり無し
中台運動公園,,name_light,公園
久留里城,じっくり,name_heavy,城
九十九里浜,,default,手がかり無し
亀山ダム,,name_light,ダム
二宮神社 (船橋市),,default,手がかり無し
亥鼻公園,,name_light,公園
亥鼻城,じっくり,name_heavy,城
京成バラ園,,default,手がかり無し
京成ホテルミラマーレ,じっくり,osm_feature,tourism=hotel
仁右衛門島,じっくり,wikipedia_fee,料金の記述あり
伊能忠敬旧宅,じっくり,name_heavy,旧宅
佐倉ふるさと広場,,name_light,広場
佐倉城,じっくり,name_heavy,城
佐倉市立美術館,じっくり,name_heavy,美術館
佐倉草ぶえの丘,,default,手がかり無し
佐倉順天堂記念館,じっくり,name_heavy,記念館
佐原の町並み,,default,手がかり無し
保田妙本寺,,default,手がかり無し
光明寺 (木更津市),,default,手がかり無し
八剱八幡神社,,default,手がかり無し
八幡岬 (千葉県勝浦市),,default,手がかり無し
八鶴湖,,osm_feature,natural=water
円福寺 (銚子市),,default,手がかり無し
刑部岬,,name_light,岬
利根運河,,default,手がかり無し
加曽利貝塚,,name_light,貝塚
勝浦城,じっくり,name_heavy,城
勝浦宇宙通信所,,default,手がかり無し
勝浦朝市,,osm_feature,historic=memorial
勝浦海中公園,,name_light,公園
北総花の丘公園,,name_light,公園
千葉こどもの国キッズダム,,name_light,ダム
千葉ポートタワー,じっくり,name_heavy,タワー
千葉ポートパーク,,default,手がかり無し
千葉マリンスタジアム,,default,手がかり無し
千葉公園,,name_light,公園
千葉大学,,default,手がかり無し
千葉寺,,default,手がかり無し
千葉市動物公園,じっくり,wikipedia_fee,料金の記述あり
千葉市昭和の森公園,,name_light,公園
千葉市美術館,じっくり,name_heavy,美術館
千葉市花の美術館,じっくり,name_heavy,美術館
千葉市都市緑化植物園,じっくり,name_heavy,植物園
千葉港,,name_light,港
千葉県国際総合水泳場,,default,手がかり無し
千葉県立中央博物館,じっくり,name_heavy,博物館
千葉県立九十九里自然公園,,name_light,公園
千葉県立印旛手賀自然公園,,name_light,公園
千葉県立大利根自然公園,,name_light,公園
千葉県立富津公園,,name_light,公園
千葉県立嶺岡山系自然公園,,name_light,公園
千葉県立房総のむら,じっくり,category,美術館博物館
千葉県立清和県民の森,,default,手がかり無し
千葉県立現代産業科学館,じっくり,name_heavy,科学館
千葉県立笠森鶴舞自然公園,,name_light,公園
千葉県立美術館,じっくり,name_heavy,美術館
千葉県立関宿城博物館,じっくり,name_heavy,博物館
千葉県立養老渓谷奥清澄自然公園,,name_light,公園
千葉県立館山運動公園,,name_light,公園
千葉県立館山野鳥の森,,default,手がかり無し
千葉県立高宕山自然公園,,name_light,公園
千葉県総合スポーツセンター,,default,手がかり無し
千葉神社,,default,手がかり無し
南房総国定公園,,name_light,公園
印旛沼,,default,手がかり無し
吉保八幡神社,,default,手がかり無し
国立歴史民俗博物館,じっくり,name_heavy,博物館
坂田池,,default,手がかり無し
城山公園 (香取市),,name_light,公園 
堀之内貝塚,,name_light,貝塚
大多喜城,じっくり,name_heavy,城
大山千枚田,,default,手がかり無し
大慶園,じっくり,osm_feature,tourism=theme_park
大房岬,,name_light,岬
大福寺 (館山市),,default,手がかり無し
大福山,じっくり,name_heavy,山
太東岬,,name_light,岬
太海フラワーセンター,じっくり,wikipedia_fee,料金の記述あり
太田山公園,,name_light,公園
妙福寺 (銚子市),,default,手がかり無し
妙蓮寺 (鴨川市),,default,手がかり無し
姥山貝塚,,name_light,貝塚
守谷海水浴場,,default,手がかり無し
安房神社,,default,手がかり無し
宮内庁下総御料牧場,じっくり,name_heavy,牧場
富山 (千葉県),,default,手がかり無し
富津岬,,name_light,岬
小中池,,osm_feature,natural=water
小松寺 (南房総市),,default,手がかり無し
小林牧場,じっくり,name_heavy,牧場
屏風ヶ浦,,default,手がかり無し
山倉大神,,default,手がかり無し
川口神社 (銚子市),,default,手がかり無し
市原ぞうの国,じっくり,category,美術館博物館
市原サービスエリア,,default,手がかり無し
市原緑地運動公園,,name_light,公園
市川市スポーツセンター,,default,手がかり無し
市川市動植物園,じっくり,name_heavy,植物園
常盤平さくら通り,,name_light,通り
幕張メッセ,,default,手がかり無し
幕張海浜公園,じっくり,wikipedia_fee,料金の記述あり
広済寺 (千葉県横芝光町),,default,手がかり無し
延命寺 (南房総市),,default,手がかり無し
式場精神病院火災,,default,手がかり無し
弘法寺 (市川市),,default,手がかり無し
御宿海岸,,default,手がかり無し
意富比神社,,default,手がかり無し
愛宕神社 (野田市),,default,手がかり無し
成東総合運動公園,,name_light,公園
成田ゆめ牧場,じっくり,name_heavy,牧場
成田国際空港,,name_light,港
成田山新勝寺,,default,手がかり無し
成田市さくらの山,じっくり,name_heavy,山
成田市公設地方卸売市場,,default,手がかり無し
成田羊羹資料館,じっくり,name_heavy,資料館
我孫子市鳥の博物館,じっくり,name_heavy,博物館
我孫子谷津ミュージアム,じっくり,name_heavy,ミュージアム
戸定邸,,default,手がかり無し
手賀沼,,osm_feature,leisure=park
日吉神社 (東金市),,default,手がかり無し
日本寺 (千葉県多古町),,default,手がかり無し
日本寺 (千葉県鋸南町),,default,手がかり無し
日本寺大仏,,osm_feature,tourism=artwork
日西墨三国交通発祥記念之碑,,name_light,碑
旧堀田邸,じっくり,osm_feature,tourism=museum
旧大塚家住宅,,osm_feature,historic=memorial
旧宇田川家住宅,,osm_feature,historic=memorial
本佐倉城,じっくり,name_heavy,城
本土寺,じっくり,wikipedia_fee,料金の記述あり
東京ディズニーシー,じっくり,osm_feature,tourism=theme_park
東京ディズニーランド,じっくり,name_heavy,ランド
東京ディズニーランドホテル,じっくり,osm_feature,tourism=hotel
東京ドイツ村,じっくり,osm_feature,tourism=zoo
東京大学検見川総合運動場,,default,手がかり無し
東京湾観音,,default,手がかり無し
東勝寺 (成田市),,default,手がかり無し
東大社,,default,手がかり無し
東松戸ゆいの花公園,,name_light,公園
東海寺 (柏市),,default,手がかり無し
東漸寺 (松戸市),,default,手がかり無し
東邦大学,,default,手がかり無し
松戸神社,,default,手がかり無し
松戸運動公園,,name_light,公園
柏の葉公園,,name_light,公園
柏神社,,default,手がかり無し
栗山川ふれあいの里公園,,name_light,公園
樋橋,,name_light,橋
橘ふれあい公園,,name_light,公園
気象台記念公園,,name_light,公園
水郷佐原あやめパーク,じっくり,category,美術館博物館
江川海岸,,default,手がかり無し
泉自然公園,,name_light,公園
法華経寺,,default,手がかり無し
洲埼灯台,,name_light,灯台
洲崎神社,,osm_feature,historic=memorial
流山市総合運動公園,,name_light,公園
浦安市郷土博物館,じっくり,name_heavy,博物館
海ほたるパーキングエリア,,default,手がかり無し
清水公園,じっくり,wikipedia_fee,料金の記述あり
清澄寺 (鴨川市),,default,手がかり無し
濃溝の滝,,name_light,滝
犬吠埼,,default,手がかり無し
犬吠埼温泉,じっくり,name_heavy,温泉
犬吠埼灯台,,name_light,灯台
猿田神社,,default,手がかり無し
玉前神社,,default,手がかり無し
甚大寺,,default,手がかり無し
白幡八幡神社,,default,手がかり無し
白浜温泉 (千葉県),じっくり,name_heavy,温泉
白鳥神社 (君津市),,default,手がかり無し
真光寺 (山武市),,default,手がかり無し
神崎神社,,default,手がかり無し
稲毛浅間神社,,default,手がかり無し
稲毛海浜公園,,name_light,公園
笠森寺,じっくり,wikipedia_fee,料金の記述あり
粟又の滝,,name_light,滝
習志野市秋津サッカー場,,default,手がかり無し
臼井城,じっくり,name_heavy,城
舞浜アンフィシアター,,default,手がかり無し
航空科学博物館,じっくり,name_heavy,博物館
船橋市立夏見総合運動公園,,name_light,公園
船橋市立馬込霊園,,default,手がかり無し
船橋市総合体育館,,default,手がかり無し
船橋市運動公園陸上競技場,,default,手がかり無し
船橋競馬場,じっくり,wikipedia_fee,料金の記述あり
茂原公園,,name_light,公園
葛飾八幡宮,,default,手がかり無し
蓮沼海浜公園,,name_light,公園
薬円台公園,,name_light,公園
薬王寺 (白井市),,default,手がかり無し
行田公園,,name_light,公園
袖ケ浦公園,,name_light,公園
袖ケ浦海浜公園,,name_light,公園
誕生寺 (鴨川市),,default,手がかり無し
諏訪神社 (流山市),,default,手がかり無し
證誠寺 (木更津市),,default,手がかり無し
谷津バラ園,じっくり,category,美術館博物館
谷津干潟,じっくり,wikipedia_fee,料金の記述あり
赤城神社 (流山市),,default,手がかり無し
赤山地下壕跡,,name_light,跡
近藤勇陣屋跡,,name_light,跡
道の駅あずの里いちはら,,name_light,道の駅
道の駅おおつの里,,name_light,道の駅
道の駅きょなん,,name_light,道の駅
道の駅くりもと,,name_light,道の駅
道の駅しょうなん,,name_light,道の駅
道の駅ちくら・潮風王国,,name_light,道の駅
道の駅とみうら,,name_light,道の駅
道の駅ながら,,name_light,道の駅
道の駅ふれあいパーク・きみつ,,name_light,道の駅
道の駅みのりの郷東金,,name_light,道の駅
道の駅やちよ,,name_light,道の駅
道の駅オライはすぬま,,name_light,道の駅
道の駅ローズマリー公園,,name_light,道の駅
道の駅・川の駅水の郷さわら,,name_light,道の駅
道の駅三芳村,,name_light,道の駅
道の駅保田小学校,,name_light,道の駅
道の駅和田浦WA・O!,,name_light,道の駅
道の駅多古,,name_light,道の駅
道の駅季楽里あさひ,,name_light,道の駅
道の駅富楽里とみやま,,name_light,道の駅
道の駅木更津 うまくたの里,,name_light,道の駅
道の駅発酵の里こうざき,,name_light,道の駅
道の駅白浜野島崎,,name_light,道の駅
道の駅鴨川オーシャンパーク,,name_light,道の駅
遠見岬神社,,default,手がかり無し
那古寺,,default,手がかり無し
酒々井ちびっこ天国,,default,手がかり無し
酒々井プレミアム・アウトレット,,default,手がかり無し
酒々井総合公園,,name_light,公園
里見公園,,name_light,公園
野島埼灯台,,name_light,灯台
野島崎,,name_light,崎
野菊の墓文学碑,,name_light,碑
金蔵寺 (船橋市),,default,手がかり無し
釣ヶ崎海岸,,default,手がかり無し
鈴木貫太郎記念館,じっくり,name_heavy,記念館
銚子ポートタワー,じっくり,name_heavy,タワー
銚子漁港,,name_light,漁港
鋸山 (千葉県),じっくり,wikipedia_fee,料金の記述あり
鋸山ロープウェー,,default,手がかり無し
鎌ヶ谷大仏,,default,手がかり無し
鎌数伊勢大神宮,,default,手がかり無し
長柄ダム (千葉県),,name_light,ダム
長楽寺 (木更津市),,default,手がかり無し
関宿城,じっくり,name_heavy,城
雄蛇ヶ池,,osm_feature,natural=water
青葉の森公園,,name_light,公園
風和里しばやま,,default,手がかり無し
飯香岡八幡宮,,default,手がかり無し
飯高寺,,default,手がかり無し
飽富神社,,default,手がかり無し
養老渓谷,じっくり,name_heavy,渓谷
養老渓谷温泉,じっくり,name_heavy,温泉
館山城,じっくり,name_heavy,城
香取神宮,,osm_feature,historic=memorial
高宕山自然動物園,じっくり,name_heavy,動物園
高家神社,,default,手がかり無し
高梨氏庭園,,default,手がかり無し
高滝ダム,,name_light,ダム
高蔵寺 (木更津市),,default,手がかり無し
魚見塚展望台,,name_light,展望台
鯛の浦,,default,手がかり無し
鴨川シーワールド,じっくり,name_heavy,ワールド
鴨川市総合運動施設,,default,手がかり無し
鴨川松島,,default,手がかり無し
鵜原理想郷,,default,手がかり無し
鶴谷八幡宮,,default,手がかり無し
鷺沼城,じっくり,name_heavy,城
鹿野山,じっくり,name_heavy,山
麻賀多神社,,default,手がかり無し
龍角寺古墳群,,name_light,古墳
Bunkamura,じっくり,wikipedia_fee,料金の記述あり
GINZA SIX,,osm_feature,tourism=viewpoint
Ginza Sony Park,,default,手がかり無し
GinzaNovo,,default,手がかり無し
JPタワー,じっくり,name_heavy,タワー
JRA競馬博物館,じっくり,name_heavy,博物館
NHKホール,じっくり,name_heavy,ホール
NHK放送博物館,じっくり,name_heavy,博物館
NTTドコモ代々木ビル,,default,手がかり無し
QFRONT,,default,手がかり無し
SOMPO美術館,じっくり,name_heavy,美術館
TOTOギャラリー・間,じっくり,osm_feature,tourism=museum
あらかわ遊園,じっくり,osm_feature,tourism=theme_park
お台場,,default,手がかり無し
お台場海浜公園,,name_light,公園
お鷹の道・真姿の池湧水群,,default,手がかり無し
かつしかシンフォニーヒルズ,,default,手がかり無し
しながわ区民公園,,name_light,公園
しながわ水族館,じっくり,name_heavy,水族館
すずめのお宿緑地公園,,name_light,公園
すみだトリフォニーホール,じっくり,name_heavy,ホール
すみだ北斎美術館,じっくり,name_heavy,美術館
すみだ水族館,じっくり,name_heavy,水族館
ちひろ美術館・東京,じっくり,name_heavy,美術館
めぐろパーシモンホール,じっくり,name_heavy,ホール
めぐろ歴史資料館,じっくり,name_heavy,資料館
もみじ山文化センター,,default,手がかり無し
よみうりランド,じっくり,name_heavy,ランド
アクアシティお台場,,default,手がかり無し
アクアパーク品川,じっくり,category,美術館博物館
アド・ミュージアム東京,じっくり,name_heavy,ミュージアム
アメヤ横丁,,osm_feature,tourism=artwork
アークヒルズ,,default,手がかり無し
アーティゾン美術館,じっくり,name_heavy,美術館
アートアクアリウム,じっくり,category,美術館博物館
カトリック碑文谷教会,,default,手がかり無し
カトリック神田教会,,default,手がかり無し
カトリック関口教会,,default,手がかり無し
ガスの科学館,じっくり,name_heavy,科学館
キッザニア東京,じっくり,osm_feature,tourism=theme_park
キャロットタワー,じっくり,name_heavy,タワー
ギャラクシティ,,default,手がかり無し
ゲートシティ大崎,,name_light,崎
サンシャインシティ,じっくり,osm_feature,tourism=hotel
サンシャイン水族館,じっくり,name_heavy,水族館
サントリーホール,じっくり,name_heavy,ホール
サントリー美術館,じっくり,name_heavy,美術館
サンリオピューロランド,じっくり,name_heavy,ランド
ジョイポリス,じっくり,osm_feature,tourism=theme_park
スヌーピーミュージアム,じっくり,name_heavy,ミュージアム
タカシマヤタイムズスクエア,,default,手がかり無し
タワーホール船堀,じっくり,name_heavy,タワー
ダイバーシティ東京,,osm_feature,amenity=parking
ダイヤと花の大観覧車,じっくり,osm_feature,tourism=theme_park
チームラボプラネッツ TOKYO DMM.com,じっくり,category,美術館博物館
デックス東京ビーチ,,default,手がかり無し
トリエ京王調布,,default,手がかり無し
ナンジャタウン,じっくり,wikipedia_fee,料金の記述あり
ニコライ堂,,default,手がかり無し
ニポカジ,,default,手がかり無し
ニュー新橋ビル,,default,手がかり無し
バスタ新宿,,default,手がかり無し
パナソニック汐留美術館,じっくり,name_heavy,美術館
パルテノン多摩,,default,手がかり無し
ヒルサイドテラス,,default,手がかり無し
ファーレ立川,,default,手がかり無し
フジテレビジョン,,default,手がかり無し
フラッグス,,default,手がかり無し
ホテルニューオータニ,じっくり,osm_feature,tourism=hotel
ラクーア,,default,手がかり無し
リバーピア吾妻橋,,name_light,橋
ルミネtheよしもと,,default,手がかり無し
レインボーブリッジ,,osm_feature,man_made=bridge
レゴランド・ディスカバリー・センター東京,じっくり,osm_feature,tourism=theme_park
一心寺 (品川区),,default,手がかり無し
一橋大学,,default,手がかり無し
一葉記念館,じっくり,name_heavy,記念館
三井記念美術館,じっくり,name_heavy,美術館
三原山,じっくり,name_heavy,山
三宅島,,default,手がかり無し
三菱一号館美術館,じっくり,name_heavy,美術館
三越日本橋本店,,default,手がかり無し
三頭山 (東京都),,default,手がかり無し
三鷹の森ジブリ美術館,じっくり,name_heavy,美術館
上千葉砂原公園,,name_light,公園
上野の森美術館,じっくり,name_heavy,美術館
上野恩賜公園,,name_light,公園
上野東照宮,じっくり,wikipedia_fee,料金の記述あり
下町風俗資料館,じっくり,name_heavy,資料館
不忍池,,default,手がかり無し
世田谷パブリックシアター,,default,手がかり無し
世田谷公園,,name_light,公園
世田谷文学館,じっくり,name_heavy,文学館
両国国技館,,default,手がかり無し
両国橋,,name_light,橋
両国花火資料館,じっくり,name_heavy,資料館
中央大橋,,name_light,大橋
中川公園,,name_light,公園
中川船番所資料館,じっくり,name_heavy,資料館
中村屋,,default,手がかり無し
中野サンモール商店街,,name_light,商店街
中野ブロードウェイ,,default,手がかり無し
丸の内ビルディング,,default,手がかり無し
乃木神社 (東京都港区),,default,手がかり無し
乗蓮寺,,default,手がかり無し
乳房山,じっくり,name_heavy,山
亀戸中央公園,,name_light,公園
亀戸天神社,じっくり,wikipedia_fee,料金の記述あり
二子玉川公園,,name_light,公園
二宮神社 (あきる野市),,default,手がかり無し
二重橋,,name_light,橋
五島美術館,じっくり,name_heavy,美術館
五百羅漢寺,,default,手がかり無し
井の頭恩賜公園,,name_light,公園
井の頭自然文化園,じっくり,category,美術館博物館
井草八幡宮,,default,手がかり無し
京橋エドグラン,,default,手がかり無し
京浜島つばさ公園,,name_light,公園
京王れーるランド,じっくり,name_heavy,ランド
京王百貨店新宿店,,default,手がかり無し
今戸神社,,default,手がかり無し
代々木八幡宮,,default,手がかり無し
代々木公園,,name_light,公園
代官山アドレス,,default,手がかり無し
伊豆大島,,default,手がかり無し
伊豆美神社,,default,手がかり無し
伝通院,,default,手がかり無し
住吉神社 (東京都中央区),,default,手がかり無し
住吉神社 (青梅市),,default,手がかり無し
光が丘公園,,name_light,公園
光厳寺 (あきる野市),,default,手がかり無し
光明寺 (大田区),,default,手がかり無し
全生庵,,default,手がかり無し
八丈島,,default,手がかり無し
八丈島温泉,じっくり,name_heavy,温泉
八丈島灯台,,name_light,灯台
八国山緑地,,name_light,緑地
八坂神社 (日野市),,default,手がかり無し
八王子城,じっくり,name_heavy,城
八芳園,,default,手がかり無し
