name,name_kana,prefecture,municipality,lat,lng,rank,category,description,official_url
八坂神社,,長野県,,36.4137918,138.1904384,Z,神社,,
八坂神社,,山形県,,38.9715123,139.9497192,Z,神社,,
八坂神社,,山形県,,38.9604026,139.8785128,Z,神社,,
八坂神社,,山形県,,38.9670987,139.8928279,Z,神社,,
八坂神社,,山形県,,38.7862258,139.7905916,Z,神社,,
八坂神社,,香川県,,34.2524718,133.927672,Z,神社,,
八坂神社,,岩手県,,39.6752191,141.1086032,Z,神社,,
八坂神社,,山形県,,38.3800111,140.2552441,Z,神社,,
八坂神社,,岩手県,,39.3852611,141.1189877,Z,神社,,
八坂神社,,千葉県,,35.6837881,140.0229655,Z,神社,,
八坂神社,,山形県,,38.0221044,140.1684627,Z,神社,,
八坂神社,,千葉県,,35.7304966,140.1160125,Z,神社,,
八坂神社,,京都府,,35.6702847,135.2805245,Z,神社,,
八坂神社,,宮城県,,38.7490774,141.000392,Z,神社,,
八坂神社,,鹿児島県,,31.7371942,130.7676153,Z,神社,,
